,,,,,,,,,,,,,,,
,MUNICÍPIO-CÓD,MUNICÍPIO,ANO FATO,JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SET,OUT,NOV,DEZ
,311050,CAMANDUCAIA,2021,13,16,9,13,16,14,17,17,19,9,20,11
,311050,CAMANDUCAIA,2022,14,15,19,11,13,15,14,22,12,11,20,17
,311060,CAMBUI,2020,16,15,12,6,8,3,16,10,14,7,17,7
,311060,CAMBUI,2021,9,9,11,11,8,9,7,13,14,16,13,8
,311060,CAMBUI,2022,13,14,11,15,19,11,19,19,10,17,11,14
,311070,CAMBUQUIRA,2020,4,8,2,8,3,8,4,8,9,8,11,4
,311070,CAMBUQUIRA,2021,7,7,8,7,4,3,5,6,4,5,6,11
,311070,CAMBUQUIRA,2022,6,3,8,8,4,9,13,7,10,11,6,14
,311080,CAMPANARIO,2020,5,3,2,2,3,2,2,2,1,5,7,3
,311080,CAMPANARIO,2021,3,3,6,5,5,3,1,1,2,1,1,1
,311080,CAMPANARIO,2022,1,2,3,0,1,0,1,1,0,5,1,2
,311090,CAMPANHA,2020,7,7,11,6,6,6,7,6,14,4,9,6
,311090,CAMPANHA,2021,7,5,5,7,11,5,6,1,14,8,9,14
,311090,CAMPANHA,2022,11,10,13,15,6,8,6,14,10,11,5,8
,311100,CAMPESTRE,2020,7,16,9,6,14,11,11,11,12,8,17,14
,311100,CAMPESTRE,2021,2,6,8,5,12,8,11,13,3,16,6,11
,311100,CAMPESTRE,2022,9,9,11,13,15,5,6,14,9,12,10,8
,311110,CAMPINA VERDE,2020,6,13,12,4,10,6,12,7,13,9,10,11
,311110,CAMPINA VERDE,2021,4,8,10,11,11,8,11,8,7,10,12,8
,311110,CAMPINA VERDE,2022,8,9,9,7,14,13,16,6,13,7,13,11
,311115,CAMPO AZUL,2020,4,3,1,1,3,1,1,0,1,1,1,2
,311115,CAMPO AZUL,2021,1,1,1,1,2,1,1,2,1,5,1,5
,311115,CAMPO AZUL,2022,0,2,0,0,0,1,1,4,2,2,3,0
,311120,CAMPO BELO,2020,36,30,34,33,26,24,36,33,25,41,33,38
,311120,CAMPO BELO,2021,29,29,39,31,25,22,33,44,33,37,42,55
,311120,CAMPO BELO,2022,36,38,44,42,22,39,40,49,40,36,40,47
,311130,CAMPO DO MEIO,2020,9,12,9,0,7,7,6,13,8,6,8,12
,311130,CAMPO DO MEIO,2021,10,10,5,5,6,3,5,14,5,5,11,12
,311130,CAMPO DO MEIO,2022,3,6,6,5,4,3,6,3,4,5,6,7
,311140,CAMPO FLORIDO,2020,6,14,7,10,6,10,6,4,11,9,19,10
,311140,CAMPO FLORIDO,2021,5,6,3,3,6,3,3,9,8,5,7,6
,311140,CAMPO FLORIDO,2022,6,0,4,2,3,1,6,9,3,4,7,4
,311150,CAMPOS ALTOS,2020,10,15,12,9,18,8,17,18,6,14,11,12
,311150,CAMPOS ALTOS,2021,18,8,12,17,16,13,15,9,12,18,14,14
,311150,CAMPOS ALTOS,2022,9,10,4,15,4,12,12,10,15,13,9,14
,311160,CAMPOS GERAIS,2020,11,15,10,10,10,10,15,13,13,16,19,20
,311160,CAMPOS GERAIS,2021,19,12,17,11,12,11,11,16,19,14,15,17
,311160,CAMPOS GERAIS,2022,13,9,13,16,3,8,9,11,13,8,10,14
,311170,CANAA,2020,1,0,3,2,2,0,2,4,0,2,3,1
,311170,CANAA,2021,3,1,4,4,1,1,2,0,1,0,1,0
,311170,CANAA,2022,2,1,0,2,0,1,2,0,1,0,0,1
,311180,CANAPOLIS,2020,7,8,5,6,4,5,7,5,9,11,5,3
,311180,CANAPOLIS,2021,7,4,3,8,5,5,3,5,4,4,2,7
,311180,CANAPOLIS,2022,7,6,2,7,3,4,7,5,3,7,5,6
,311190,CANA VERDE,2020,2,2,2,0,2,3,2,1,2,5,3,5
,311190,CANA VERDE,2021,2,0,3,5,3,1,1,1,3,5,3,3
,311190,CANA VERDE,2022,0,1,4,4,0,2,6,1,0,4,2,2
,311200,CANDEIAS,2020,4,3,5,6,3,7,4,3,4,3,1,7
,311200,CANDEIAS,2021,4,8,0,9,5,1,4,6,5,3,5,12
,311200,CANDEIAS,2022,8,5,6,3,3,1,3,1,0,4,5,5
,311205,CANTAGALO,2020,1,0,1,2,1,5,1,2,1,2,3,4
,311205,CANTAGALO,2021,0,2,3,3,7,0,1,2,3,1,1,0
,311205,CANTAGALO,2022,0,2,3,2,2,1,3,1,0,1,0,0
,311210,CAPARAO,2020,1,0,2,3,6,3,0,0,6,2,3,5
,311210,CAPARAO,2021,2,2,0,1,1,3,3,3,2,3,2,2
,311210,CAPARAO,2022,2,3,1,3,3,1,4,2,2,3,3,2
,311220,CAPELA NOVA,2020,0,1,0,1,0,2,1,0,1,1,2,0
,311220,CAPELA NOVA,2021,3,0,0,0,0,2,1,1,0,1,4,1
,311220,CAPELA NOVA,2022,0,1,1,1,1,0,0,1,3,3,1,0
,311230,CAPELINHA,2020,32,26,32,18,20,32,36,28,28,31,28,44
,311230,CAPELINHA,2021,34,19,34,29,35,32,31,29,27,27,20,26
,311230,CAPELINHA,2022,27,27,31,29,21,19,24,37,28,30,27,37
,311240,CAPETINGA,2020,4,3,3,8,3,1,4,2,2,8,6,7
,311240,CAPETINGA,2021,1,4,3,3,7,5,4,6,8,0,2,8
,311240,CAPETINGA,2022,3,2,6,1,0,5,4,5,4,6,2,4
,311250,CAPIM BRANCO,2020,4,5,5,7,4,7,2,8,9,2,10,10
,311250,CAPIM BRANCO,2021,5,5,3,6,2,3,3,6,2,2,6,4
,311250,CAPIM BRANCO,2022,6,4,3,3,7,9,1,3,5,6,7,8
,311260,CAPINOPOLIS,2020,7,12,6,4,12,9,8,5,6,9,8,10
,311260,CAPINOPOLIS,2021,15,9,4,9,9,9,6,13,8,16,9,12
,311260,CAPINOPOLIS,2022,7,2,6,13,11,10,9,14,13,12,3,8
,311265,CAPITAO ANDRADE,2020,1,5,0,2,1,4,0,5,2,3,4,5
,311265,CAPITAO ANDRADE,2021,2,6,5,7,4,4,7,3,7,9,0,2
,311265,CAPITAO ANDRADE,2022,12,1,2,1,3,3,1,2,4,1,3,3
,311270,CAPITAO ENEIAS,2020,14,11,9,18,17,8,5,13,12,10,13,16
,311270,CAPITAO ENEIAS,2021,10,13,10,11,16,5,11,14,12,9,17,17
,311270,CAPITAO ENEIAS,2022,15,12,10,10,14,11,7,7,8,11,12,16
,311280,CAPITOLIO,2020,9,4,8,7,2,7,7,4,5,6,11,7
,311280,CAPITOLIO,2021,8,1,7,3,4,2,3,4,3,8,6,2
,311280,CAPITOLIO,2022,5,2,3,7,2,3,3,5,3,5,3,6
,311290,CAPUTIRA,2020,2,5,5,2,0,5,2,1,4,5,1,2
,311290,CAPUTIRA,2021,5,3,14,5,5,4,6,2,5,4,7,2
,311290,CAPUTIRA,2022,4,5,4,2,4,4,3,8,3,3,3,5
,311300,CARAI,2020,9,11,8,7,14,10,2,17,9,12,8,8
,311300,CARAI,2021,14,6,15,10,14,3,6,10,4,10,5,5
,311300,CARAI,2022,5,7,12,7,11,5,4,5,6,10,3,6
,311310,CARANAIBA,2020,0,1,0,0,0,0,0,1,1,1,1,5
,311310,CARANAIBA,2021,0,1,1,0,1,0,0,0,0,1,1,0
,311310,CARANAIBA,2022,1,3,1,2,0,2,0,2,0,0,1,0
,311320,CARANDAI,2020,17,12,7,5,11,8,7,6,11,15,13,13
,311320,CARANDAI,2021,3,12,8,5,10,4,3,8,6,9,4,9
,311320,CARANDAI,2022,11,7,11,10,7,6,8,7,4,7,3,5
,311330,CARANGOLA,2020,24,24,22,17,20,16,24,18,24,35,22,28
,311330,CARANGOLA,2021,22,16,25,27,19,28,16,20,20,19,14,17
,311330,CARANGOLA,2022,12,17,22,13,23,22,25,21,22,20,21,15
,311340,CARATINGA,2020,68,58,51,53,49,53,57,70,73,89,82,78
,311340,CARATINGA,2021,83,75,70,67,74,77,60,50,54,72,48,56
,311340,CARATINGA,2022,65,56,68,62,52,50,50,68,76,61,62,70
,311350,CARBONITA,2020,3,1,3,4,4,5,2,4,1,4,3,3
,311350,CARBONITA,2021,7,4,1,3,0,5,1,6,2,7,4,7
,311350,CARBONITA,2022,5,2,5,1,4,4,2,1,3,5,0,1
,311360,CAREACU,2020,7,4,2,4,4,3,8,2,2,12,5,1
,311360,CAREACU,2021,6,5,3,5,5,0,3,5,9,2,3,3
,311360,CAREACU,2022,6,5,0,4,5,1,4,3,0,2,5,5
,311370,CARLOS CHAGAS,2020,7,8,6,8,12,14,4,13,9,8,9,15
,311370,CARLOS CHAGAS,2021,10,8,5,11,4,6,12,10,12,12,12,15
,311370,CARLOS CHAGAS,2022,16,10,10,11,10,9,12,18,9,13,9,8
,311380,CARMESIA,2020,3,1,1,0,1,0,0,0,0,0,0,1
,311380,CARMESIA,2021,0,0,1,0,0,0,0,0,0,0,1,1
,311380,CARMESIA,2022,0,0,3,0,1,1,0,2,0,3,1,0
,311390,CARMO DA CACHOEIRA,2020,10,3,3,5,7,5,3,3,7,7,11,3
,311390,CARMO DA CACHOEIRA,2021,9,5,4,5,4,6,3,8,9,7,5,7
,311390,CARMO DA CACHOEIRA,2022,7,2,4,8,4,7,9,5,9,6,6,4
,311400,CARMO DA MATA,2020,5,3,3,1,6,4,6,4,3,4,9,4
,311400,CARMO DA MATA,2021,2,2,3,6,7,2,3,7,9,8,12,10
,311400,CARMO DA MATA,2022,9,5,5,4,3,6,4,5,2,7,9,5
,311410,CARMO DE MINAS,2020,4,5,8,3,8,4,6,6,6,5,2,5
,311410,CARMO DE MINAS,2021,6,3,9,5,8,1,7,4,4,7,4,5
,311410,CARMO DE MINAS,2022,6,8,8,5,4,8,7,9,7,8,8,6
,311420,CARMO DO CAJURU,2020,19,29,24,19,22,15,24,25,24,24,20,15
,311420,CARMO DO CAJURU,2021,24,20,17,29,11,14,21,17,14,21,20,23
,311420,CARMO DO CAJURU,2022,20,17,14,21,14,16,16,25,16,24,12,24
,311430,CARMO DO PARANAIBA,2020,34,29,29,22,20,29,36,28,17,25,38,25
,311430,CARMO DO PARANAIBA,2021,21,27,25,29,26,42,24,29,32,28,33,34
,311430,CARMO DO PARANAIBA,2022,28,28,21,28,26,10,21,29,32,22,53,21
,311440,CARMO DO RIO CLARO,2020,14,11,11,7,10,3,13,6,12,16,13,14
,311440,CARMO DO RIO CLARO,2021,17,11,16,5,3,5,10,11,15,10,17,10
,311440,CARMO DO RIO CLARO,2022,11,8,13,8,9,11,12,5,14,17,8,13
,311450,CARMOPOLIS DE MINAS,2020,5,4,9,9,6,6,8,4,6,3,1,10
,311450,CARMOPOLIS DE MINAS,2021,4,3,4,3,10,3,3,5,4,5,10,14
,311450,CARMOPOLIS DE MINAS,2022,5,6,7,10,6,5,10,3,2,6,5,2
,311455,CARNEIRINHO,2020,6,6,2,10,1,2,9,8,5,7,4,9
,311455,CARNEIRINHO,2021,4,2,11,4,2,9,4,3,1,7,2,7
,311455,CARNEIRINHO,2022,5,5,6,4,3,4,2,4,2,1,5,3
,311460,CARRANCAS,2020,3,2,2,1,5,3,5,2,3,2,1,3
,311460,CARRANCAS,2021,3,3,0,1,0,2,2,4,3,1,1,2
,311460,CARRANCAS,2022,4,3,7,3,1,7,2,4,2,4,2,3
,311470,CARVALHOPOLIS,2020,1,0,0,2,0,0,1,3,0,1,3,1
,311470,CARVALHOPOLIS,2021,1,0,2,0,1,0,0,1,0,1,1,0
,311470,CARVALHOPOLIS,2022,0,0,0,0,0,1,1,1,0,0,2,2
,311480,CARVALHOS,2020,2,1,0,2,1,1,2,1,2,2,1,2
,311480,CARVALHOS,2021,0,2,3,1,1,0,3,0,4,2,2,1
,311480,CARVALHOS,2022,0,0,0,1,1,0,0,2,0,2,4,2
,311490,CASA GRANDE,2020,1,1,0,0,0,2,1,1,3,1,1,0
,311490,CASA GRANDE,2021,0,1,1,0,4,0,0,1,1,1,0,0
,311490,CASA GRANDE,2022,0,0,0,1,0,0,0,0,0,0,0,3
,311500,CASCALHO RICO,2020,0,1,3,0,2,0,0,2,1,0,3,1
,311500,CASCALHO RICO,2021,1,1,0,1,2,0,0,4,2,0,0,1
,311500,CASCALHO RICO,2022,1,2,0,0,0,2,0,1,1,2,0,0
,311510,CASSIA,2020,20,10,8,17,12,13,11,13,19,13,12,15
,311510,CASSIA,2021,14,13,22,12,8,9,13,15,11,12,10,12
,311510,CASSIA,2022,12,8,13,13,9,11,10,12,10,10,10,11
,311520,CONCEICAO DA BARRA DE MINAS,2020,0,0,0,0,2,0,1,0,1,0,2,0
,311520,CONCEICAO DA BARRA DE MINAS,2021,1,1,0,0,1,0,1,2,0,0,0,1
,311520,CONCEICAO DA BARRA DE MINAS,2022,1,0,0,0,0,1,1,2,1,0,0,0
,311530,CATAGUASES,2020,56,43,42,42,40,34,30,42,55,54,49,46
,311530,CATAGUASES,2021,57,46,45,34,39,43,36,45,39,51,53,44
,311530,CATAGUASES,2022,40,25,53,35,44,31,41,29,43,41,34,36
,311535,CATAS ALTAS,2020,2,7,1,4,0,1,5,5,4,1,0,3
,311535,CATAS ALTAS,2021,4,1,2,1,4,1,2,4,2,3,1,2
,311535,CATAS ALTAS,2022,1,3,2,1,5,3,0,4,4,4,4,4
,311540,CATAS ALTAS DA NORUEGA,2020,3,3,1,1,3,1,3,1,2,1,1,1
,311540,CATAS ALTAS DA NORUEGA,2021,1,4,2,3,1,2,0,1,1,3,0,1
,311540,CATAS ALTAS DA NORUEGA,2022,1,2,2,0,0,1,3,5,1,0,1,0
,311545,CATUJI,2020,2,2,0,3,1,2,1,1,5,8,3,6
,311545,CATUJI,2021,6,4,4,5,5,3,11,8,5,4,5,1
,311545,CATUJI,2022,4,6,0,0,2,4,1,7,2,5,1,2
,311547,CATUTI,2020,0,3,2,3,0,1,5,4,6,0,4,3
,311547,CATUTI,2021,2,1,4,0,2,5,2,2,0,2,4,3
,311547,CATUTI,2022,2,0,2,2,2,2,1,2,2,1,1,1
,311550,CAXAMBU,2020,19,14,14,9,12,18,17,11,15,19,11,10
,311550,CAXAMBU,2021,17,8,21,10,9,6,16,19,24,16,18,6
,311550,CAXAMBU,2022,7,19,14,14,11,11,6,8,12,7,11,20
,311560,CEDRO DO ABAETE,2020,2,2,0,3,1,1,1,1,1,0,1,0
,311560,CEDRO DO ABAETE,2021,0,1,2,0,1,0,0,1,1,2,2,2
,311560,CEDRO DO ABAETE,2022,1,2,1,1,1,0,0,2,1,1,0,0
,311570,CENTRAL DE MINAS,2020,2,3,6,3,3,3,2,0,7,3,2,0
,311570,CENTRAL DE MINAS,2021,3,3,2,2,1,0,1,0,4,3,0,2
,311570,CENTRAL DE MINAS,2022,3,3,4,2,1,2,2,2,2,1,3,4
,311580,CENTRALINA,2020,3,3,8,1,7,6,3,2,3,5,6,9
,311580,CENTRALINA,2021,4,8,1,3,2,2,4,2,6,0,7,6
,311580,CENTRALINA,2022,1,4,1,1,3,4,3,2,1,2,6,5
,311590,CHACARA,2020,1,4,3,6,1,3,1,4,2,2,3,4
,311590,CHACARA,2021,4,3,0,2,4,1,4,0,2,2,2,2
,311590,CHACARA,2022,2,7,2,2,3,4,3,0,4,6,0,2
,311600,CHALE,2020,3,1,1,1,0,1,1,3,0,1,2,2
,311600,CHALE,2021,1,2,1,1,0,0,0,0,0,2,2,0
,311600,CHALE,2022,3,5,1,0,2,0,1,0,4,1,0,1
,311610,CHAPADA DO NORTE,2020,1,2,3,5,2,4,6,5,6,3,0,5
,311610,CHAPADA DO NORTE,2021,2,1,2,6,1,4,1,2,1,1,1,4
,311610,CHAPADA DO NORTE,2022,7,1,5,0,1,3,1,3,6,1,2,5
,311615,CHAPADA GAUCHA,2020,6,5,3,9,4,3,5,7,3,13,4,3
,311615,CHAPADA GAUCHA,2021,6,0,6,3,3,3,4,1,2,2,7,4
,311615,CHAPADA GAUCHA,2022,5,8,4,4,2,8,3,5,3,4,9,5
,311620,CHIADOR,2020,2,3,1,0,2,3,0,1,1,3,0,1
,311620,CHIADOR,2021,1,1,1,2,2,1,1,2,1,0,4,2
,311620,CHIADOR,2022,1,2,1,2,1,0,0,0,0,2,3,2
,311630,CIPOTANEA,2020,3,1,4,3,1,1,1,3,2,3,3,1
,311630,CIPOTANEA,2021,2,2,3,1,4,2,1,2,1,5,4,1
,311630,CIPOTANEA,2022,2,4,4,4,2,2,2,6,1,0,4,1
,311640,CLARAVAL,2020,0,3,6,1,3,1,2,0,4,2,0,4
,311640,CLARAVAL,2021,0,2,3,4,0,0,1,5,0,3,2,2
,311640,CLARAVAL,2022,0,0,0,0,0,0,1,2,2,2,2,0
,311650,CLARO DOS POCOES,2020,4,4,1,1,5,2,1,2,5,3,5,2
,311650,CLARO DOS POCOES,2021,2,2,5,3,7,5,6,4,3,2,4,5
,311650,CLARO DOS POCOES,2022,4,3,3,5,1,4,4,7,6,2,2,2
,311660,CLAUDIO,2020,10,21,20,23,12,13,14,15,29,18,20,26
,311660,CLAUDIO,2021,16,12,17,18,15,12,20,14,14,13,34,17
,311660,CLAUDIO,2022,24,20,20,18,16,14,11,20,23,10,14,20
,311670,COIMBRA,2020,2,5,5,3,3,1,1,2,4,0,2,2
,311670,COIMBRA,2021,0,0,1,5,2,2,3,3,0,4,5,1
,311670,COIMBRA,2022,3,6,3,5,1,3,0,2,1,1,1,0
,311680,COLUNA,2020,0,5,4,4,6,2,5,3,1,1,5,3
,311680,COLUNA,2021,5,0,4,3,2,0,8,5,5,2,1,6
,311680,COLUNA,2022,3,3,4,4,4,3,6,3,2,2,2,4
,311690,COMENDADOR GOMES,2020,2,2,1,4,3,4,3,0,2,1,0,4
,311690,COMENDADOR GOMES,2021,2,1,1,2,0,2,0,1,2,2,1,3
,311690,COMENDADOR GOMES,2022,0,1,0,0,0,2,2,1,4,0,1,1
,311700,COMERCINHO,2020,1,1,0,0,1,3,1,2,3,2,1,4
,311700,COMERCINHO,2021,3,2,1,2,1,2,3,0,4,3,4,2
,311700,COMERCINHO,2022,2,3,2,1,5,2,2,3,2,0,1,4
,311710,CONCEICAO DA APARECIDA,2020,6,4,1,6,0,5,2,6,0,6,2,1
,311710,CONCEICAO DA APARECIDA,2021,6,1,4,7,4,4,0,4,3,6,3,5
,311710,CONCEICAO DA APARECIDA,2022,2,4,5,3,5,1,5,5,3,10,3,5
,311720,CONCEICAO DAS PEDRAS,2020,2,0,1,0,0,0,3,1,1,3,2,3
,311720,CONCEICAO DAS PEDRAS,2021,0,0,1,1,1,1,0,0,0,0,0,1
,311720,CONCEICAO DAS PEDRAS,2022,1,0,0,0,4,1,0,0,3,1,0,1
,311730,CONCEICAO DAS ALAGOAS,2020,11,22,27,19,16,20,21,11,23,17,15,17
,311730,CONCEICAO DAS ALAGOAS,2021,15,15,24,14,11,16,19,25,25,15,23,12
,311730,CONCEICAO DAS ALAGOAS,2022,20,17,28,24,17,19,14,16,16,17,18,23
,311740,CONCEICAO DE IPANEMA,2020,3,1,2,0,0,1,1,1,1,5,0,0
,311740,CONCEICAO DE IPANEMA,2021,1,0,2,1,0,0,0,1,1,2,0,3
,311740,CONCEICAO DE IPANEMA,2022,1,0,2,0,4,0,0,3,1,5,0,0
,311750,CONCEICAO DO MATO DENTRO,2020,13,19,15,13,13,10,16,15,13,18,11,10
,311750,CONCEICAO DO MATO DENTRO,2021,18,16,13,18,12,11,15,19,10,11,12,12
,311750,CONCEICAO DO MATO DENTRO,2022,14,10,12,9,15,17,15,16,5,14,17,12
,311760,CONCEICAO DO PARA,2020,3,4,2,3,3,5,3,3,4,4,3,2
,311760,CONCEICAO DO PARA,2021,5,5,2,4,9,6,1,3,3,3,6,1
,311760,CONCEICAO DO PARA,2022,5,5,2,8,2,0,0,3,3,4,4,0
,311770,CONCEICAO DO RIO VERDE,2020,10,12,7,3,6,3,9,4,11,9,6,13
,311770,CONCEICAO DO RIO VERDE,2021,6,8,6,10,11,6,5,7,11,7,9,5
,311770,CONCEICAO DO RIO VERDE,2022,4,15,11,9,7,10,4,12,6,10,8,13
,311780,CONCEICAO DOS OUROS,2020,2,5,5,2,0,0,2,2,10,14,4,0
,311780,CONCEICAO DOS OUROS,2021,1,6,6,5,5,5,4,7,2,5,7,2
,311780,CONCEICAO DOS OUROS,2022,3,2,3,2,4,4,2,4,4,9,2,6
,311783,CONEGO MARINHO,2020,1,0,0,1,1,5,5,4,4,2,2,3
,311783,CONEGO MARINHO,2021,2,2,1,3,4,4,0,0,1,2,0,1
,311783,CONEGO MARINHO,2022,2,0,1,4,2,0,1,1,0,1,0,4
,311787,CONFINS,2020,4,1,3,1,0,4,2,7,6,3,10,1
,311787,CONFINS,2021,8,5,3,1,6,4,3,10,8,9,5,3
,311787,CONFINS,2022,7,5,3,3,4,7,8,2,4,2,5,6
,311790,CONGONHAL,2020,4,5,2,3,5,4,4,6,4,3,2,4
,311790,CONGONHAL,2021,2,4,6,8,6,3,8,5,7,5,4,4
,311790,CONGONHAL,2022,6,12,7,16,2,4,6,11,9,7,6,7
,311800,CONGONHAS,2020,40,39,45,19,40,48,34,34,38,45,35,31
,311800,CONGONHAS,2021,35,29,36,42,39,35,47,42,38,49,43,55
,311800,CONGONHAS,2022,39,40,45,33,31,28,37,39,42,34,47,29
,311810,CONGONHAS DO NORTE,2020,4,2,3,4,1,2,3,3,6,4,4,4
,311810,CONGONHAS DO NORTE,2021,1,1,2,1,2,2,4,2,6,0,5,4
,311810,CONGONHAS DO NORTE,2022,0,2,3,2,3,0,3,4,3,3,1,1
,311820,CONQUISTA,2020,3,7,5,5,4,3,6,5,5,4,4,1
,311820,CONQUISTA,2021,2,2,1,1,6,7,4,1,3,1,0,4
,311820,CONQUISTA,2022,3,5,0,6,5,2,4,7,7,4,4,6
,311830,CONSELHEIRO LAFAIETE,2020,100,72,81,77,85,87,79,88,108,87,91,83
,311830,CONSELHEIRO LAFAIETE,2021,123,72,98,95,82,80,95,100,87,83,73,77
,311830,CONSELHEIRO LAFAIETE,2022,101,75,81,88,86,88,92,74,76,107,65,82
,311840,CONSELHEIRO PENA,2020,13,17,26,13,15,14,11,27,19,13,26,18
,311840,CONSELHEIRO PENA,2021,11,14,17,23,18,17,14,23,12,14,17,22
,311840,CONSELHEIRO PENA,2022,21,13,9,15,12,8,13,16,17,12,14,12
,311850,CONSOLACAO,2020,0,0,1,0,1,0,0,0,1,0,0,0
,311850,CONSOLACAO,2021,3,0,1,1,1,1,0,1,0,0,0,0
,311850,CONSOLACAO,2022,0,2,1,0,0,0,0,0,1,3,0,0
,311860,CONTAGEM,2020,357,333,304,294,347,297,326,424,419,388,418,401
,311860,CONTAGEM,2021,461,391,375,406,367,345,363,414,390,405,361,367
,311860,CONTAGEM,2022,316,298,329,325,309,303,307,316,313,362,317,315
,311870,COQUEIRAL,2020,4,7,1,0,2,3,3,2,7,5,2,10
,311870,COQUEIRAL,2021,9,6,2,6,9,3,6,6,2,3,2,5
,311870,COQUEIRAL,2022,1,3,3,4,9,5,7,4,2,2,8,11
,311880,CORACAO DE JESUS,2020,12,8,18,5,8,18,8,16,19,21,20,25
,311880,CORACAO DE JESUS,2021,15,6,9,10,17,14,10,12,12,15,9,13
,311880,CORACAO DE JESUS,2022,16,15,15,7,18,11,5,15,6,13,17,7
,311890,CORDISBURGO,2020,6,3,8,1,9,3,6,8,8,11,5,7
,311890,CORDISBURGO,2021,9,5,6,3,5,6,5,5,1,8,7,7
,311890,CORDISBURGO,2022,4,2,9,10,5,4,4,5,3,3,4,1
,311900,CORDISLANDIA,2020,5,3,1,2,2,1,1,1,2,2,2,1
,311900,CORDISLANDIA,2021,1,7,3,0,1,0,0,4,5,2,4,2
,311900,CORDISLANDIA,2022,0,2,1,2,0,1,0,2,0,1,0,2
,311910,CORINTO,2020,17,17,26,27,14,11,20,13,27,20,19,18
,311910,CORINTO,2021,27,19,17,10,20,22,16,18,16,25,17,18
,311910,CORINTO,2022,16,13,25,18,22,10,18,17,12,11,17,19
,311920,COROACI,2020,0,0,1,4,2,5,4,0,4,3,2,2
,311920,COROACI,2021,4,3,1,6,7,1,2,2,2,0,2,1
,311920,COROACI,2022,1,3,1,6,1,4,6,1,1,4,1,0
,311930,COROMANDEL,2020,14,19,13,18,17,6,17,15,16,8,17,12
,311930,COROMANDEL,2021,11,7,18,24,12,25,22,14,23,23,14,6
,311930,COROMANDEL,2022,14,14,24,18,16,17,13,14,16,16,9,14
,311940,CORONEL FABRICIANO,2020,49,46,43,43,32,52,54,46,68,68,60,59
,311940,CORONEL FABRICIANO,2021,56,53,59,61,80,65,56,48,79,49,58,62
,311940,CORONEL FABRICIANO,2022,65,65,51,65,58,45,58,61,52,60,58,64
,311950,CORONEL MURTA,2020,1,2,2,1,10,1,2,6,2,2,5,6
,311950,CORONEL MURTA,2021,7,3,3,2,3,1,2,5,4,10,3,3
,311950,CORONEL MURTA,2022,1,2,1,2,6,4,3,3,3,7,3,5
,311960,CORONEL PACHECO,2020,5,1,0,1,0,3,2,3,1,0,3,1
,311960,CORONEL PACHECO,2021,0,1,0,1,0,1,1,0,2,1,2,3
,311960,CORONEL PACHECO,2022,2,1,2,2,0,2,0,0,1,2,2,0
,311970,CORONEL XAVIER CHAVES,2020,0,3,0,0,0,2,0,3,4,3,1,2
,311970,CORONEL XAVIER CHAVES,2021,1,3,3,5,1,3,2,2,3,5,0,1
,311970,CORONEL XAVIER CHAVES,2022,3,0,0,0,2,1,3,1,0,0,0,1
,311980,CORREGO DANTA,2020,4,4,1,0,1,0,3,0,3,1,0,0
,311980,CORREGO DANTA,2021,2,2,1,0,1,2,1,0,1,1,0,0
,311980,CORREGO DANTA,2022,1,2,1,2,2,0,2,1,0,6,1,0
,311990,CORREGO DO BOM JESUS,2020,0,1,1,0,0,0,1,2,0,3,1,0
,311990,CORREGO DO BOM JESUS,2021,2,0,0,0,0,0,1,1,1,1,2,0
,311990,CORREGO DO BOM JESUS,2022,2,0,0,2,1,0,2,1,1,0,4,3
,311995,CORREGO FUNDO,2020,2,3,5,5,2,6,2,4,4,1,2,1
,311995,CORREGO FUNDO,2021,2,4,1,0,1,1,1,5,3,3,3,4
,311995,CORREGO FUNDO,2022,4,1,0,2,2,1,3,0,1,0,2,0
,312000,CORREGO NOVO,2020,1,1,0,2,0,2,0,1,1,4,2,2
,312000,CORREGO NOVO,2021,1,1,0,2,0,1,0,1,2,4,1,0
,312000,CORREGO NOVO,2022,2,0,1,0,0,2,0,3,3,2,2,0
,312010,COUTO DE MAGALHAES DE MINAS,2020,15,4,6,3,2,4,1,9,7,4,8,3
,312010,COUTO DE MAGALHAES DE MINAS,2021,4,5,2,3,5,1,2,3,6,5,2,9
,312010,COUTO DE MAGALHAES DE MINAS,2022,6,5,4,10,2,5,3,4,2,6,3,5
,312015,CRISOLITA,2020,3,3,3,2,3,1,0,1,2,7,2,4
,312015,CRISOLITA,2021,3,1,2,3,1,2,3,1,3,4,1,1
,312015,CRISOLITA,2022,3,3,4,2,3,3,2,1,1,1,1,3
,312020,CRISTAIS,2020,4,4,1,4,8,6,8,6,6,4,6,2
,312020,CRISTAIS,2021,5,10,3,3,3,3,5,7,4,3,6,4
,312020,CRISTAIS,2022,1,2,7,6,3,2,5,5,10,4,6,6
,312030,CRISTALIA,2020,3,2,10,5,2,6,2,2,1,2,2,1
,312030,CRISTALIA,2021,5,2,1,5,3,2,1,3,3,4,2,11
,312030,CRISTALIA,2022,4,1,3,1,1,4,3,2,2,6,3,2
,312040,CRISTIANO OTONI,2020,7,5,1,3,4,1,7,4,4,4,3,2
,312040,CRISTIANO OTONI,2021,7,3,4,3,3,5,3,4,2,4,4,4
,312040,CRISTIANO OTONI,2022,6,4,5,6,0,1,3,2,3,3,1,2
,312050,CRISTINA,2020,5,5,5,3,3,0,3,4,2,1,2,4
