MUNICÍPIO-CÓD,MUNICÍPIO,ANO FATO,JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SET,OUT,NOV,DEZ
316490,SAO SEBASTIAO DO RIO VERDE,2019,1,0,0,1,0,2,1,1,0,0,0,2
316490,SAO SEBASTIAO DO RIO VERDE,2020,0,3,0,1,0,1,1,1,0,0,1,0
316490,SAO SEBASTIAO DO RIO VERDE,2021,2,0,,,,,,,,,,
316500,SAO TIAGO,2018,8,6,6,3,9,7,3,3,7,3,5,8
316500,SAO TIAGO,2019,7,7,6,2,4,5,1,0,4,2,6,7
316500,SAO TIAGO,2020,3,8,3,1,5,5,0,5,2,6,7,1
316500,SAO TIAGO,2021,3,7,,,,,,,,,,
316510,SAO TOMAS DE AQUINO,2018,1,4,9,6,2,2,3,5,2,6,3,5
316510,SAO TOMAS DE AQUINO,2019,6,4,3,1,1,2,0,3,1,4,1,1
316510,SAO TOMAS DE AQUINO,2020,2,0,5,7,6,2,3,4,2,4,4,3
316510,SAO TOMAS DE AQUINO,2021,6,4,,,,,,,,,,
316520,SAO TOME DAS LETRAS,2018,5,6,1,2,3,2,6,3,0,1,3,1
316520,SAO TOME DAS LETRAS,2019,5,6,3,8,3,4,3,2,4,8,6,2
316520,SAO TOME DAS LETRAS,2020,5,6,3,4,0,4,8,5,4,4,2,3
316520,SAO TOME DAS LETRAS,2021,5,6,,,,,,,,,,
316530,SAO VICENTE DE MINAS,2018,2,6,2,2,5,7,3,4,7,2,4,4
316530,SAO VICENTE DE MINAS,2019,2,3,4,1,4,4,1,6,2,0,4,3
316530,SAO VICENTE DE MINAS,2020,8,5,1,3,2,3,4,1,3,2,4,6
316530,SAO VICENTE DE MINAS,2021,1,3,,,,,,,,,,
316540,SAPUCAI-MIRIM,2018,1,2,0,2,2,2,2,1,4,1,1,5
316540,SAPUCAI-MIRIM,2019,2,0,4,2,1,0,0,0,1,2,3,3
316540,SAPUCAI-MIRIM,2020,2,1,2,1,3,3,5,5,5,1,1,4
316540,SAPUCAI-MIRIM,2021,0,2,,,,,,,,,,
316550,SARDOA,2018,3,3,1,1,1,0,3,1,2,0,6,3
316550,SARDOA,2019,2,0,6,1,3,2,3,3,3,4,1,4
316550,SARDOA,2020,6,5,2,1,5,3,3,4,1,1,5,0
316550,SARDOA,2021,6,3,,,,,,,,,,
316553,SARZEDO,2018,16,9,14,21,15,15,16,16,18,19,9,14
316553,SARZEDO,2019,24,17,17,13,23,21,24,15,17,16,36,26
316553,SARZEDO,2020,20,19,23,16,24,9,22,16,34,30,14,24
316553,SARZEDO,2021,22,14,,,,,,,,,,
316555,SETUBINHA,2018,7,4,10,7,1,2,4,5,6,5,6,4
316555,SETUBINHA,2019,13,2,6,5,1,8,7,10,9,4,2,10
316555,SETUBINHA,2020,7,4,3,5,2,4,5,6,4,4,3,2
316555,SETUBINHA,2021,6,3,,,,,,,,,,
316556,SEM-PEIXE,2018,0,0,1,1,0,3,0,0,1,0,0,0
316556,SEM-PEIXE,2019,0,0,0,0,1,0,0,1,1,1,0,0
316556,SEM-PEIXE,2020,1,0,0,0,1,0,1,0,0,0,1,0
316556,SEM-PEIXE,2021,1,0,,,,,,,,,,
316557,SENADOR AMARAL,2018,5,6,3,4,2,2,5,2,2,7,3,4
316557,SENADOR AMARAL,2019,6,1,2,5,4,6,3,5,3,3,9,2
316557,SENADOR AMARAL,2020,3,6,2,2,7,2,1,3,3,1,5,2
316557,SENADOR AMARAL,2021,3,6,,,,,,,,,,
316560,SENADOR CORTES,2018,0,0,0,1,0,0,0,0,1,2,1,2
316560,SENADOR CORTES,2019,3,1,1,1,0,0,2,2,0,1,1,1
316560,SENADOR CORTES,2020,2,3,3,2,0,2,2,2,2,2,1,0
316560,SENADOR CORTES,2021,3,0,,,,,,,,,,
316570,SENADOR FIRMINO,2018,7,2,5,1,6,0,3,8,2,5,4,8
316570,SENADOR FIRMINO,2019,3,5,6,4,5,1,2,8,5,1,2,1
316570,SENADOR FIRMINO,2020,4,4,4,5,6,2,2,0,7,3,5,0
316570,SENADOR FIRMINO,2021,3,2,,,,,,,,,,
316580,SENADOR JOSE BENTO,2018,0,0,0,1,0,0,0,3,2,2,0,0
316580,SENADOR JOSE BENTO,2019,1,1,0,0,0,0,1,0,0,0,1,3
316580,SENADOR JOSE BENTO,2020,0,0,0,0,0,0,0,0,0,0,0,1
316580,SENADOR JOSE BENTO,2021,1,0,,,,,,,,,,
316590,SENADOR MODESTINO GONCALVES,2018,4,4,2,0,0,2,2,0,1,1,2,6
316590,SENADOR MODESTINO GONCALVES,2019,4,0,2,1,0,5,1,1,2,2,1,0
316590,SENADOR MODESTINO GONCALVES,2020,0,0,0,1,2,3,1,1,2,0,3,3
316590,SENADOR MODESTINO GONCALVES,2021,2,0,,,,,,,,,,
316600,SENHORA DE OLIVEIRA,2018,1,3,0,2,3,0,7,1,2,0,3,2
316600,SENHORA DE OLIVEIRA,2019,0,2,2,6,0,1,3,2,1,3,2,5
316600,SENHORA DE OLIVEIRA,2020,4,2,1,1,0,2,1,4,4,3,2,2
316600,SENHORA DE OLIVEIRA,2021,5,0,,,,,,,,,,
316610,SENHORA DO PORTO,2018,6,1,4,2,2,2,3,3,5,1,5,2
316610,SENHORA DO PORTO,2019,6,5,2,6,0,4,2,0,3,4,1,4
316610,SENHORA DO PORTO,2020,4,6,5,5,3,3,2,0,1,1,4,2
316610,SENHORA DO PORTO,2021,1,4,,,,,,,,,,
316620,SENHORA DOS REMEDIOS,2018,3,5,3,3,4,6,4,8,6,2,7,7
316620,SENHORA DOS REMEDIOS,2019,4,7,5,8,8,8,2,3,5,0,3,5
316620,SENHORA DOS REMEDIOS,2020,2,4,4,6,2,3,3,4,2,2,2,6
316620,SENHORA DOS REMEDIOS,2021,2,3,,,,,,,,,,
316630,SERICITA,2018,4,1,0,0,1,1,2,1,3,0,2,7
316630,SERICITA,2019,2,2,0,1,1,7,12,2,1,2,5,1
316630,SERICITA,2020,0,0,2,0,0,0,4,2,3,2,4,1
316630,SERICITA,2021,3,1,,,,,,,,,,
316640,SERITINGA,2018,2,0,3,0,0,1,0,0,2,0,1,4
316640,SERITINGA,2019,0,0,0,1,2,0,0,0,0,0,0,2
316640,SERITINGA,2020,1,6,1,0,2,1,1,1,1,1,2,1
316640,SERITINGA,2021,1,1,,,,,,,,,,
316650,SERRA AZUL DE MINAS,2018,1,1,2,3,2,0,5,3,7,1,3,0
316650,SERRA AZUL DE MINAS,2019,3,0,1,1,4,2,2,2,2,0,2,2
316650,SERRA AZUL DE MINAS,2020,3,3,3,1,4,2,2,3,4,2,4,2
316650,SERRA AZUL DE MINAS,2021,1,3,,,,,,,,,,
316660,SERRA DA SAUDADE,2018,1,0,1,0,1,0,1,0,0,0,1,0
316660,SERRA DA SAUDADE,2019,1,0,0,0,0,2,0,0,0,0,0,0
316660,SERRA DA SAUDADE,2020,0,1,1,1,0,0,0,0,0,0,0,0
316670,SERRA DOS AIMORES,2018,4,8,5,5,6,1,0,2,3,9,4,8
316670,SERRA DOS AIMORES,2019,6,11,5,7,6,8,1,4,9,14,10,11
316670,SERRA DOS AIMORES,2020,6,6,8,5,4,5,9,3,4,6,1,0
316670,SERRA DOS AIMORES,2021,2,6,,,,,,,,,,
316680,SERRA DO SALITRE,2018,11,6,7,7,2,8,5,7,8,8,3,5
316680,SERRA DO SALITRE,2019,6,7,8,11,6,11,4,11,8,6,6,3
316680,SERRA DO SALITRE,2020,3,9,8,6,8,5,11,7,12,6,13,12
316680,SERRA DO SALITRE,2021,9,5,,,,,,,,,,
316690,SERRANIA,2018,4,4,8,3,5,3,3,10,3,4,11,4
316690,SERRANIA,2019,2,1,3,3,6,8,4,4,4,6,5,4
316690,SERRANIA,2020,4,2,7,4,2,4,3,2,2,2,1,5
316690,SERRANIA,2021,6,3,,,,,,,,,,
316695,SERRANOPOLIS DE MINAS,2018,0,0,1,2,0,0,0,0,0,2,0,2
316695,SERRANOPOLIS DE MINAS,2019,0,2,1,4,0,4,1,1,0,1,2,1
316695,SERRANOPOLIS DE MINAS,2020,0,1,1,6,1,0,4,2,2,2,2,3
316695,SERRANOPOLIS DE MINAS,2021,0,1,,,,,,,,,,
316700,SERRANOS,2018,0,1,0,0,0,0,0,0,2,0,1,1
316700,SERRANOS,2019,1,1,1,0,0,0,2,3,0,0,2,1
316700,SERRANOS,2020,1,0,0,1,0,3,1,0,2,0,1,0
316700,SERRANOS,2021,0,2,,,,,,,,,,
316710,SERRO,2018,24,24,19,14,18,12,11,10,11,20,12,19
316710,SERRO,2019,21,16,22,20,21,10,15,14,18,20,11,25
316710,SERRO,2020,14,19,15,9,20,14,13,15,19,20,10,19
316710,SERRO,2021,11,9,,,,,,,,,,
316720,SETE LAGOAS,2018,154,149,156,154,149,119,134,166,164,196,145,180
316720,SETE LAGOAS,2019,187,184,200,177,176,154,163,158,173,195,189,198
316720,SETE LAGOAS,2020,175,183,191,161,166,187,166,169,190,179,164,192
316720,SETE LAGOAS,2021,179,153,,,,,,,,,,
316730,SILVEIRANIA,2018,0,0,2,0,0,2,2,2,1,1,1,1
316730,SILVEIRANIA,2019,1,0,0,0,0,0,0,0,0,0,1,0
316730,SILVEIRANIA,2020,1,0,0,0,0,0,2,0,0,0,0,1
316730,SILVEIRANIA,2021,0,3,,,,,,,,,,
316740,SILVIANOPOLIS,2018,2,2,4,2,3,3,1,3,3,2,6,3
316740,SILVIANOPOLIS,2019,1,6,4,4,2,4,3,0,3,3,0,1
316740,SILVIANOPOLIS,2020,2,4,7,0,2,3,4,6,6,9,1,5
316740,SILVIANOPOLIS,2021,10,4,,,,,,,,,,
316750,SIMAO PEREIRA,2018,1,2,2,1,0,4,4,2,3,3,3,3
316750,SIMAO PEREIRA,2019,4,6,5,1,4,1,0,3,1,1,0,1
316750,SIMAO PEREIRA,2020,2,0,0,2,5,1,0,4,2,2,2,0
316750,SIMAO PEREIRA,2021,2,0,,,,,,,,,,
316760,SIMONESIA,2018,8,16,5,8,5,5,8,13,4,5,9,5
316760,SIMONESIA,2019,11,8,9,9,5,5,7,9,8,5,10,6
316760,SIMONESIA,2020,5,8,7,4,4,8,3,2,8,11,8,7
316760,SIMONESIA,2021,7,8,,,,,,,,,,
316770,SOBRALIA,2018,2,3,2,6,5,3,4,1,6,3,5,2
316770,SOBRALIA,2019,3,1,3,2,2,3,2,3,4,3,2,3
316770,SOBRALIA,2020,4,3,4,2,4,4,2,5,5,3,1,2
316770,SOBRALIA,2021,3,6,,,,,,,,,,
316780,SOLEDADE DE MINAS,2018,2,3,2,3,1,2,2,3,1,2,3,2
316780,SOLEDADE DE MINAS,2019,1,2,2,2,2,2,1,1,5,1,6,1
316780,SOLEDADE DE MINAS,2020,4,2,0,3,4,3,4,2,3,1,2,5
316780,SOLEDADE DE MINAS,2021,3,3,,,,,,,,,,
316790,TABULEIRO,2018,0,4,2,3,0,0,2,1,2,2,3,6
316790,TABULEIRO,2019,3,1,2,4,4,2,2,1,3,2,13,1
316790,TABULEIRO,2020,3,3,2,1,2,2,2,3,1,1,3,2
316790,TABULEIRO,2021,3,0,,,,,,,,,,
316800,TAIOBEIRAS,2018,23,15,17,15,5,21,17,13,13,17,17,14
316800,TAIOBEIRAS,2019,19,18,25,19,25,21,11,18,24,16,21,33
316800,TAIOBEIRAS,2020,12,16,10,18,22,31,14,18,29,27,29,26
316800,TAIOBEIRAS,2021,20,25,,,,,,,,,,
316805,TAPARUBA,2018,2,0,0,2,2,0,3,1,0,3,1,0
316805,TAPARUBA,2019,2,1,2,1,1,2,0,3,2,3,0,3
316805,TAPARUBA,2020,0,1,3,1,0,6,2,3,2,1,1,3
316805,TAPARUBA,2021,1,0,,,,,,,,,,
316810,TAPIRA,2018,8,3,1,3,0,1,2,4,1,1,0,2
316810,TAPIRA,2019,5,1,1,2,3,2,6,1,5,3,1,3
316810,TAPIRA,2020,2,1,0,4,0,0,2,4,4,2,3,2
316810,TAPIRA,2021,4,2,,,,,,,,,,
316820,TAPIRAI,2018,0,0,0,1,1,1,1,1,1,0,1,0
316820,TAPIRAI,2019,2,1,3,0,0,1,0,0,0,0,0,0
316820,TAPIRAI,2020,3,0,0,0,0,1,0,3,3,0,2,0
316830,TAQUARACU DE MINAS,2018,1,2,4,5,2,4,0,2,1,2,4,2
316830,TAQUARACU DE MINAS,2019,0,2,5,1,3,0,2,1,4,0,2,2
316830,TAQUARACU DE MINAS,2020,0,4,0,3,5,2,0,2,3,6,0,0
316830,TAQUARACU DE MINAS,2021,7,1,,,,,,,,,,
316840,TARUMIRIM,2018,8,8,6,7,10,8,9,8,6,5,5,9
316840,TARUMIRIM,2019,6,2,12,17,12,7,9,5,6,11,12,7
316840,TARUMIRIM,2020,11,7,9,6,9,9,9,7,5,11,13,7
316840,TARUMIRIM,2021,9,12,,,,,,,,,,
316850,TEIXEIRAS,2018,2,7,6,12,7,8,9,9,6,8,8,6
316850,TEIXEIRAS,2019,5,7,7,7,7,9,3,9,8,5,10,7
316850,TEIXEIRAS,2020,5,6,5,6,8,6,10,9,2,7,10,4
316850,TEIXEIRAS,2021,10,6,,,,,,,,,,
316860,TEOFILO OTONI,2018,122,92,118,121,90,104,97,107,124,123,116,108
316860,TEOFILO OTONI,2019,120,101,128,129,100,100,88,102,101,120,104,106
316860,TEOFILO OTONI,2020,95,113,89,89,81,87,92,114,96,93,83,100
316860,TEOFILO OTONI,2021,103,110,,,,,,,,,,
316870,TIMOTEO,2018,33,33,55,29,39,31,24,21,38,33,32,42
316870,TIMOTEO,2019,44,36,35,43,31,32,32,30,41,44,29,25
316870,TIMOTEO,2020,39,41,30,38,28,40,35,40,45,41,34,40
316870,TIMOTEO,2021,41,37,,,,,,,,,,
316880,TIRADENTES,2018,3,7,9,5,5,9,13,9,4,4,4,6
316880,TIRADENTES,2019,5,5,6,9,8,2,3,5,1,3,6,10
316880,TIRADENTES,2020,8,6,6,5,0,7,5,4,4,5,2,3
316880,TIRADENTES,2021,5,3,,,,,,,,,,
316890,TIROS,2018,9,6,5,2,5,6,4,3,10,9,3,8
316890,TIROS,2019,8,1,2,3,3,2,4,7,4,5,5,4
316890,TIROS,2020,8,1,6,6,1,4,3,7,4,5,6,1
316890,TIROS,2021,5,3,,,,,,,,,,
316900,TOCANTINS,2018,13,9,4,4,9,7,4,11,9,7,6,12
316900,TOCANTINS,2019,15,12,16,10,15,7,7,9,11,9,10,8
316900,TOCANTINS,2020,13,15,8,5,12,9,11,11,11,8,10,12
316900,TOCANTINS,2021,16,4,,,,,,,,,,
316905,TOCOS DO MOJI,2018,0,0,0,0,0,0,0,0,1,0,0,1
316905,TOCOS DO MOJI,2019,0,0,0,2,1,0,0,2,0,0,0,0
316905,TOCOS DO MOJI,2020,0,1,0,0,0,0,0,1,0,0,0,1
316905,TOCOS DO MOJI,2021,0,2,,,,,,,,,,
316910,TOLEDO,2018,7,2,3,3,5,3,1,0,1,3,3,3
316910,TOLEDO,2019,4,2,3,1,3,4,5,2,3,0,3,1
316910,TOLEDO,2020,4,2,1,2,3,3,3,3,4,3,2,1
316910,TOLEDO,2021,6,5,,,,,,,,,,
316920,TOMBOS,2018,7,6,5,3,5,4,8,4,3,10,7,8
316920,TOMBOS,2019,10,4,6,7,5,6,2,8,5,8,3,14
316920,TOMBOS,2020,4,7,3,4,6,3,5,3,3,5,0,11
316920,TOMBOS,2021,2,4,,,,,,,,,,
316930,TRES CORACOES,2018,76,79,83,73,70,69,62,64,72,68,68,67
316930,TRES CORACOES,2019,72,57,55,67,54,56,52,62,62,72,74,76
316930,TRES CORACOES,2020,74,56,55,58,57,70,67,73,69,69,84,59
316930,TRES CORACOES,2021,65,61,,,,,,,,,,
316935,TRES MARIAS,2018,22,24,14,23,21,25,20,22,27,23,19,20
316935,TRES MARIAS,2019,22,28,18,20,17,16,29,22,25,22,17,25
316935,TRES MARIAS,2020,21,27,20,21,31,24,12,14,22,17,26,36
316935,TRES MARIAS,2021,19,12,,,,,,,,,,
316940,TRES PONTAS,2018,42,29,44,38,39,33,26,43,37,45,46,44
316940,TRES PONTAS,2019,50,41,52,38,46,50,52,51,44,62,49,38
316940,TRES PONTAS,2020,54,55,36,37,38,29,35,45,49,43,54,36
316940,TRES PONTAS,2021,34,30,,,,,,,,,,
316950,TUMIRITINGA,2018,2,1,4,2,4,3,2,1,3,3,0,2
316950,TUMIRITINGA,2019,6,4,7,2,0,2,5,5,3,1,5,2
316950,TUMIRITINGA,2020,2,1,5,3,5,4,4,2,2,10,5,6
316950,TUMIRITINGA,2021,3,2,,,,,,,,,,
316960,TUPACIGUARA,2018,17,8,17,11,13,11,21,8,11,14,13,15
316960,TUPACIGUARA,2019,25,15,15,22,24,9,19,14,21,14,13,21
316960,TUPACIGUARA,2020,21,18,17,24,14,25,12,12,19,16,17,19
316960,TUPACIGUARA,2021,15,15,,,,,,,,,,
316970,TURMALINA,2018,11,9,8,8,16,12,7,10,19,11,11,7
316970,TURMALINA,2019,11,12,5,10,7,8,7,9,10,18,5,12
316970,TURMALINA,2020,7,12,8,6,7,5,11,14,18,7,10,4
316970,TURMALINA,2021,10,6,,,,,,,,,,
316980,TURVOLANDIA,2018,1,1,3,2,3,3,0,5,3,2,4,5
316980,TURVOLANDIA,2019,3,1,0,5,5,1,4,1,2,3,4,3
316980,TURVOLANDIA,2020,2,4,4,0,1,5,1,1,1,2,3,0
316980,TURVOLANDIA,2021,4,3,,,,,,,,,,
316990,UBA,2018,76,52,68,70,44,65,71,61,54,74,62,64
316990,UBA,2019,81,44,65,75,57,56,51,50,71,59,75,69
316990,UBA,2020,65,67,71,46,46,46,65,58,52,61,59,55
316990,UBA,2021,68,45,,,,,,,,,,
317000,UBAI,2018,5,6,3,4,4,7,7,1,5,5,7,6
317000,UBAI,2019,5,5,3,3,7,4,7,7,2,6,5,7
317000,UBAI,2020,6,9,6,5,8,5,2,5,7,5,7,7
317000,UBAI,2021,2,3,,,,,,,,,,
317005,UBAPORANGA,2018,5,8,7,7,10,1,8,7,5,11,5,9
317005,UBAPORANGA,2019,4,5,8,3,5,3,8,8,3,1,7,5
317005,UBAPORANGA,2020,1,9,2,6,4,5,5,5,5,10,5,4
317005,UBAPORANGA,2021,5,1,,,,,,,,,,
317010,UBERABA,2018,172,184,167,183,151,148,177,178,171,222,210,227
317010,UBERABA,2019,191,203,194,200,199,166,154,202,219,229,205,228
317010,UBERABA,2020,209,184,205,198,192,184,215,236,258,266,233,247
317010,UBERABA,2021,253,189,,,,,,,,,,
317020,UBERLANDIA,2018,350,286,306,277,292,279,258,289,312,279,335,341
317020,UBERLANDIA,2019,378,334,362,345,347,320,282,320,386,382,383,362
317020,UBERLANDIA,2020,372,352,379,320,309,284,312,319,384,373,315,311
317020,UBERLANDIA,2021,350,259,,,,,,,,,,
317030,UMBURATIBA,2018,2,0,0,2,1,0,0,1,1,1,4,1
317030,UMBURATIBA,2019,1,3,4,2,2,1,1,0,1,1,1,0
317030,UMBURATIBA,2020,0,0,3,3,1,2,1,0,1,2,0,0
317030,UMBURATIBA,2021,0,2,,,,,,,,,,
317040,UNAI,2018,61,58,68,46,46,47,50,49,61,73,54,56
317040,UNAI,2019,52,45,54,65,66,49,51,64,66,77,50,65
317040,UNAI,2020,65,53,59,52,55,70,63,53,71,42,62,80
317040,UNAI,2021,76,46,,,,,,,,,,
317043,UNIAO DE MINAS,2018,3,2,1,1,4,1,4,2,1,0,4,3
317043,UNIAO DE MINAS,2019,4,5,2,3,1,3,1,2,5,3,5,1
317043,UNIAO DE MINAS,2020,2,0,0,2,3,1,3,4,3,2,2,3
317043,UNIAO DE MINAS,2021,1,4,,,,,,,,,,
317047,URUANA DE MINAS,2018,3,2,0,1,0,1,0,2,2,2,1,1
317047,URUANA DE MINAS,2019,2,4,1,3,0,1,1,0,3,4,3,2
317047,URUANA DE MINAS,2020,4,0,3,0,1,0,3,3,2,3,3,0
317047,URUANA DE MINAS,2021,2,0,,,,,,,,,,
317050,URUCANIA,2018,7,4,7,10,9,6,9,5,10,10,8,8
317050,URUCANIA,2019,6,7,11,3,6,6,8,8,3,9,10,7
317050,URUCANIA,2020,12,11,6,6,9,11,6,15,4,11,5,6
317050,URUCANIA,2021,11,6,,,,,,,,,,
317052,URUCUIA,2018,0,7,2,3,5,3,1,5,8,5,3,3
317052,URUCUIA,2019,6,1,7,1,3,2,0,4,1,4,6,1
317052,URUCUIA,2020,1,2,1,2,2,4,2,4,3,4,1,2
317052,URUCUIA,2021,5,3,,,,,,,,,,
317057,VARGEM ALEGRE,2018,5,8,5,6,1,6,0,6,4,1,1,3
317057,VARGEM ALEGRE,2019,4,7,5,3,6,1,3,3,4,2,2,4
317057,VARGEM ALEGRE,2020,5,3,1,4,2,3,2,5,1,4,3,9
317057,VARGEM ALEGRE,2021,3,6,,,,,,,,,,
317060,VARGEM BONITA,2018,1,1,1,0,0,4,6,2,1,1,0,2
317060,VARGEM BONITA,2019,3,1,1,1,1,1,0,2,2,2,0,3
317060,VARGEM BONITA,2020,0,0,0,0,1,2,2,3,1,1,3,0
317060,VARGEM BONITA,2021,3,1,,,,,,,,,,
317065,VARGEM GRANDE DO RIO PARDO,2018,2,0,1,2,1,1,0,0,1,2,0,0
317065,VARGEM GRANDE DO RIO PARDO,2019,1,1,1,0,1,0,0,0,0,0,0,0
317065,VARGEM GRANDE DO RIO PARDO,2020,0,1,0,0,2,1,0,0,1,2,0,0
317065,VARGEM GRANDE DO RIO PARDO,2021,1,0,,,,,,,,,,
317070,VARGINHA,2018,112,94,111,76,68,88,70,71,101,81,78,117
317070,VARGINHA,2019,126,71,110,98,116,90,66,78,74,100,76,86
317070,VARGINHA,2020,78,89,78,83,75,78,73,92,86,99,96,89
317070,VARGINHA,2021,102,81,,,,,,,,,,
317075,VARJAO DE MINAS,2018,0,4,3,4,1,2,1,3,6,5,3,2
317075,VARJAO DE MINAS,2019,5,2,5,3,4,3,4,3,1,5,5,2
317075,VARJAO DE MINAS,2020,2,3,1,4,2,1,1,2,3,3,3,5
317075,VARJAO DE MINAS,2021,1,1,,,,,,,,,,
317080,VARZEA DA PALMA,2018,29,21,22,16,27,25,26,24,20,28,19,29
317080,VARZEA DA PALMA,2019,22,20,35,20,15,19,21,18,25,33,32,22
317080,VARZEA DA PALMA,2020,28,25,25,23,18,16,18,26,22,24,17,33
317080,VARZEA DA PALMA,2021,24,23,,,,,,,,,,
317090,VARZELANDIA,2018,8,15,13,3,8,11,4,9,13,11,11,14
317090,VARZELANDIA,2019,9,8,8,12,10,7,9,12,10,9,12,15
317090,VARZELANDIA,2020,9,9,8,9,11,7,12,8,7,6,6,7
317090,VARZELANDIA,2021,8,3,,,,,,,,,,
317100,VAZANTE,2018,14,7,10,15,6,8,10,10,12,8,9,15
317100,VAZANTE,2019,6,10,9,10,3,5,6,9,3,9,13,8
317100,VAZANTE,2020,10,4,7,5,8,7,2,11,9,8,10,4
317100,VAZANTE,2021,10,4,,,,,,,,,,
317103,VERDELANDIA,2018,5,5,8,8,5,3,4,2,7,10,7,5
317103,VERDELANDIA,2019,6,5,8,5,7,11,5,6,5,4,7,5
317103,VERDELANDIA,2020,2,4,3,6,3,7,5,3,3,5,2,4
317103,VERDELANDIA,2021,9,3,,,,,,,,,,
317107,VEREDINHA,2018,3,6,4,3,7,1,0,3,0,2,1,3
317107,VEREDINHA,2019,2,1,2,1,1,1,1,0,1,1,1,5
317107,VEREDINHA,2020,3,1,3,1,1,1,0,3,3,2,3,0
317107,VEREDINHA,2021,1,2,,,,,,,,,,
317110,VERISSIMO,2018,3,2,2,2,0,1,3,1,4,1,2,4
317110,VERISSIMO,2019,6,0,3,1,3,0,2,5,2,3,2,1
317110,VERISSIMO,2020,0,5,0,0,0,4,1,1,1,1,1,1
317110,VERISSIMO,2021,1,1,,,,,,,,,,
317115,VERMELHO NOVO,2018,3,0,2,5,1,1,1,0,2,0,2,1
317115,VERMELHO NOVO,2019,2,1,0,4,3,1,4,4,1,4,0,1
317115,VERMELHO NOVO,2020,3,2,2,4,0,1,0,2,2,1,3,4
317115,VERMELHO NOVO,2021,0,2,,,,,,,,,,
317120,VESPASIANO,2018,111,91,97,91,93,96,75,106,102,135,70,107
317120,VESPASIANO,2019,98,91,114,104,94,73,83,87,106,91,80,107
317120,VESPASIANO,2020,102,86,92,81,77,86,99,109,104,98,107,99
317120,VESPASIANO,2021,113,61,,,,,,,,,,
317130,VICOSA,2018,49,39,40,40,47,42,31,35,49,42,43,30
317130,VICOSA,2019,45,36,45,41,46,38,39,49,42,48,32,47
317130,VICOSA,2020,51,57,38,31,34,36,35,27,40,31,25,32
317130,VICOSA,2021,24,39,,,,,,,,,,
317140,VIEIRAS,2018,3,0,0,1,2,0,1,1,0,2,0,1
317140,VIEIRAS,2019,0,1,1,2,1,3,1,1,1,1,0,1
317140,VIEIRAS,2020,1,2,1,2,0,1,1,3,2,1,3,0
317140,VIEIRAS,2021,1,2,,,,,,,,,,
317150,MATHIAS LOBATO,2018,3,2,1,1,1,2,5,4,2,2,0,4
317150,MATHIAS LOBATO,2019,0,1,4,2,3,7,4,0,4,3,3,3
317150,MATHIAS LOBATO,2020,3,2,1,1,1,3,1,1,7,6,7,2
317150,MATHIAS LOBATO,2021,3,1,,,,,,,,,,
317160,VIRGEM DA LAPA,2018,2,7,7,11,6,7,6,14,6,4,4,4
317160,VIRGEM DA LAPA,2019,9,1,8,5,1,2,1,2,5,3,5,2
317160,VIRGEM DA LAPA,2020,2,2,2,11,3,4,2,6,3,2,4,1
317160,VIRGEM DA LAPA,2021,2,4,,,,,,,,,,
317170,VIRGINIA,2018,1,2,1,0,1,4,4,6,1,3,1,1
317170,VIRGINIA,2019,4,3,3,2,1,4,2,1,4,3,4,1
317170,VIRGINIA,2020,3,3,3,1,2,1,1,2,4,2,1,2
317170,VIRGINIA,2021,1,3,,,,,,,,,,
317180,VIRGINOPOLIS,2018,9,9,10,13,5,9,8,5,11,5,8,13
317180,VIRGINOPOLIS,2019,16,8,8,9,7,3,6,3,7,11,4,11
317180,VIRGINOPOLIS,2020,8,11,9,9,2,10,9,6,13,10,6,7
317180,VIRGINOPOLIS,2021,6,7,,,,,,,,,,
317190,VIRGOLANDIA,2018,0,0,3,0,3,0,4,0,2,1,0,1
317190,VIRGOLANDIA,2019,0,1,2,1,0,1,1,2,1,2,0,3
317190,VIRGOLANDIA,2020,3,0,2,2,1,3,0,1,1,3,0,0
317190,VIRGOLANDIA,2021,1,1,,,,,,,,,,
317200,VISCONDE DO RIO BRANCO,2018,23,29,30,29,27,30,20,21,20,26,26,23
317200,VISCONDE DO RIO BRANCO,2019,30,39,33,34,25,19,19,20,26,29,31,32
317200,VISCONDE DO RIO BRANCO,2020,27,21,23,22,27,23,20,21,31,19,26,24
317200,VISCONDE DO RIO BRANCO,2021,24,18,,,,,,,,,,
317210,VOLTA GRANDE,2018,0,2,3,0,4,3,1,4,1,1,0,0
317210,VOLTA GRANDE,2019,0,1,2,0,2,0,1,2,0,2,5,2
317210,VOLTA GRANDE,2020,0,1,0,0,1,1,1,1,0,3,5,1
317220,WENCESLAU BRAZ,2018,0,0,0,0,0,0,1,1,0,1,0,1
317220,WENCESLAU BRAZ,2019,0,0,1,0,2,0,1,0,1,1,0,0
317220,WENCESLAU BRAZ,2020,0,1,2,1,6,0,1,1,0,0,0,1
317220,WENCESLAU BRAZ,2021,3,1,,,,,,,,,,
